X,Y,band1,band2,band3,band4,band5,band6,band7
3,615,52,33,20,14,11,117,11
3,616,53,32,22,13,11,117,10
3,617,52,32,22,14,10,118,8
3,618,53,31,22,14,10,118,10
3,619,53,32,21,15,10,117,12
3,620,52,32,21,13,9,117,8
3,621,54,32,23,13,11,115,11
3,622,52,32,22,12,10,115,10
3,623,53,31,22,14,10,117,7
3,624,52,32,22,14,10,117,9
3,625,53,32,22,13,9,117,10
3,626,54,33,21,14,10,117,10
3,627,54,32,21,14,10,116,11
3,628,54,32,21,13,9,116,10
3,629,52,31,21,14,9,116,9
3,630,56,32,22,12,9,116,9
3,631,54,33,23,14,10,117,10
3,632,55,32,21,15,9,117,11
3,633,56,33,23,14,10,117,9
3,634,53,33,20,14,10,117,9
3,635,54,33,25,13,9,117,10
3,636,55,33,21,15,10,117,9
3,637,55,33,24,14,11,116,10
3,638,53,33,22,13,12,116,9
3,639,53,34,19,13,10,117,10
3,640,56,34,22,15,9,117,10
3,641,53,33,24,14,11,118,8
3,642,55,32,21,14,10,118,9
3,643,55,33,21,14,9,116,11
3,644,51,33,22,14,10,116,9
3,645,55,33,22,14,9,116,9
3,646,55,33,23,14,10,116,10
3,647,52,33,21,14,10,116,9
3,648,53,32,21,13,11,116,9
3,649,53,32,21,13,11,117,9
3,650,56,32,23,14,10,117,11
3,651,56,33,22,14,10,117,11
3,652,53,33,23,13,11,117,9
3,653,53,33,22,15,10,117,10
3,654,54,33,22,13,10,117,11
3,655,56,34,24,14,10,116,9
3,656,53,32,22,14,10,116,11
3,657,54,33,23,13,9,115,10
3,658,56,34,22,13,10,115,9
3,659,55,34,22,14,10,116,10
3,660,54,34,25,14,10,116,10
3,661,54,32,22,14,11,116,8
3,662,55,33,23,14,9,116,9
3,663,56,33,22,14,10,117,10
3,664,54,33,23,13,10,117,9
3,665,55,34,23,14,11,116,10
3,666,53,35,22,14,10,116,8
3,667,55,31,22,13,11,116,8
3,668,53,32,22,13,11,116,12
3,669,55,33,22,13,9,116,11
3,670,55,32,22,13,10,116,7
3,671,55,32,24,13,11,116,11
3,672,53,33,17,14,9,116,8
3,673,56,33,21,13,10,117,10
3,674,55,32,23,14,11,117,9
3,675,51,33,22,13,10,117,9
3,676,57,33,21,13,10,117,9
3,677,55,33,22,14,9,116,10
3,678,54,32,23,14,11,116,10
3,679,52,32,22,15,10,115,9
3,680,57,33,21,14,9,115,10
3,681,54,34,22,13,10,116,11
3,682,54,34,23,14,11,116,9
3,683,56,33,22,14,10,117,10
3,684,54,32,23,14,9,117,9
3,685,55,33,21,14,11,116,8
3,686,53,33,23,14,9,116,12
3,687,56,34,20,13,11,118,7
3,688,58,34,23,15,11,118,11
3,689,53,34,22,13,10,116,9
3,690,56,34,22,15,9,116,9
3,691,55,33,23,12,11,115,9
3,692,56,33,20,13,10,115,11
3,693,56,34,21,14,10,116,10
3,694,54,33,23,14,9,116,9
3,695,57,32,20,13,10,115,9
3,696,56,33,19,14,11,115,8
3,697,53,34,23,13,10,116,10
3,698,57,33,24,13,11,116,8
3,699,55,32,19,14,10,115,9
3,700,54,31,22,13,10,115,11
3,701,55,33,22,13,11,116,8
3,702,55,32,23,14,11,116,8
3,703,56,33,23,14,10,117,11
3,704,56,33,22,13,10,117,8
3,705,54,32,22,14,10,115,10
3,706,56,34,23,14,10,115,12
3,707,54,34,27,13,9,116,9
3,708,55,33,22,14,9,116,10
3,709,56,32,21,14,10,116,10
3,710,56,33,25,14,8,116,11
3,711,56,34,20,14,10,116,10
3,712,55,33,23,13,11,116,10
3,713,53,34,22,13,10,116,10
3,714,55,33,20,14,11,116,8
3,715,53,33,25,14,10,115,10
3,716,56,32,22,14,9,115,10
3,717,54,33,21,13,12,115,9
3,718,54,32,21,13,11,115,9
3,719,55,32,24,13,11,115,9
3,720,56,32,20,13,11,115,9
3,721,55,32,21,14,10,116,10
3,722,54,33,21,14,10,116,10
3,723,54,32,22,14,10,116,9
3,724,56,33,23,13,10,116,10
3,725,56,34,23,13,9,115,9
3,726,57,35,21,14,10,115,11
3,727,57,35,23,14,10,116,11
3,728,54,33,22,14,10,116,8
3,729,56,33,21,13,11,116,9
3,730,57,35,23,13,10,116,11
3,731,54,34,26,13,10,115,12
3,732,57,33,22,13,10,115,11
3,733,56,35,25,14,11,115,10
3,734,56,34,21,14,7,115,10
3,735,57,33,23,14,11,115,10
3,736,55,34,25,14,10,115,10
3,737,55,34,22,13,10,116,10
3,738,55,33,21,14,11,116,10
3,739,57,34,25,13,11,116,10
3,740,56,34,23,14,11,116,10
3,741,56,36,20,14,9,116,8
3,742,57,36,22,14,10,116,10
3,743,56,35,22,14,11,116,13
3,744,58,36,24,15,10,116,9
3,745,56,34,22,13,10,117,9
3,746,57,36,22,14,10,117,9
3,747,56,34,24,15,10,116,9
3,748,57,35,23,13,11,116,10
3,749,58,36,21,12,10,116,11
3,750,58,35,22,15,11,116,9
3,751,57,35,21,15,10,117,9
3,752,59,34,21,15,9,117,11
3,753,59,34,21,15,9,116,11
3,754,58,34,23,14,9,116,10
3,755,58,36,23,13,9,115,8
3,756,57,34,21,14,10,115,8
3,757,55,33,23,14,10,116,10
3,758,58,35,23,14,10,116,10
3,759,56,34,23,13,10,117,10
3,760,54,35,23,14,11,117,10
3,761,56,34,22,14,11,115,11
3,762,56,34,23,13,9,115,7
3,763,57,35,24,13,11,116,10
3,764,57,33,23,14,11,116,12
3,765,55,34,22,14,9,117,10
3,766,53,33,23,14,10,117,10
3,767,56,35,22,13,10,116,10
3,768,56,34,22,14,10,116,9
3,769,53,32,22,15,9,117,10
3,770,55,32,22,14,10,117,10
3,771,58,35,22,14,11,117,10
3,772,54,34,21,13,10,117,8
3,773,55,34,22,14,10,117,11
3,774,52,33,23,14,12,117,8
3,775,56,34,23,15,10,117,11
3,776,54,34,21,15,10,117,10
3,777,55,33,22,14,11,116,10
3,778,56,32,22,14,10,116,10
3,779,55,33,23,15,10,116,10
3,780,54,33,23,14,10,116,10
3,781,53,33,22,14,11,119,11
3,782,53,34,24,15,12,119,9
3,783,51,34,26,20,14,121,13
3,784,55,35,30,25,21,121,15
3,785,58,39,33,34,32,125,25
3,786,54,34,28,24,19,125,17
3,787,53,36,30,24,12,124,11
3,788,57,36,31,21,18,124,18
3,789,52,36,31,44,25,124,18
3,790,53,35,30,48,33,124,23
3,791,53,35,29,43,33,123,23
3,792,52,35,29,47,30,123,20
3,793,53,38,28,61,32,123,19
3,794,53,36,28,70,32,123,19
3,795,51,36,23,66,33,120,16
3,796,51,35,26,66,32,120,17
3,797,51,33,27,66,27,121,16
3,798,53,35,28,66,34,121,17
3,799,53,35,30,52,33,122,21
3,800,53,38,30,47,34,122,22
3,801,53,36,29,47,30,119,19
3,802,53,36,28,59,32,119,17
3,803,55,37,30,63,30,122,18
3,804,52,35,27,49,27,122,19
3,805,51,32,26,29,26,125,18
3,806,54,34,30,32,26,125,19
3,807,59,41,37,32,28,124,23
3,808,58,39,34,25,20,124,18
3,809,55,38,31,22,16,121,13
3,810,56,36,30,22,18,121,18
3,811,53,35,28,26,17,121,14
3,812,51,34,30,30,22,121,16
3,813,54,37,30,36,23,122,19
3,814,53,33,25,18,15,122,12
3,815,54,35,26,21,15,121,15
3,816,53,35,29,24,20,121,17
3,817,53,37,27,31,25,122,18
3,818,55,37,27,47,28,122,19
3,819,52,36,30,65,31,119,16
3,820,51,38,29,59,36,119,20
3,821,53,36,28,66,30,120,17
3,822,55,38,26,72,29,120,15
3,823,50,35,26,67,30,119,16
3,824,51,35,26,66,26,119,15
3,825,51,35,25,67,31,119,15
3,826,54,35,27,56,28,119,19
3,827,54,34,28,60,27,118,17
3,828,52,36,28,66,28,118,15
3,829,52,36,25,65,29,120,16
3,830,52,37,28,63,32,120,17
3,831,53,38,32,58,35,122,19
3,832,55,36,29,51,35,122,24
3,833,53,37,31,44,35,123,21
3,834,54,35,29,40,28,123,22
3,835,52,33,29,43,29,124,19
3,836,51,36,27,50,29,124,19
3,837,51,36,29,42,30,125,22
3,838,53,36,28,40,32,125,22
3,839,54,34,28,39,31,123,22
3,840,51,36,29,34,32,123,22
3,841,54,35,27,40,31,122,20
3,842,52,35,27,57,31,122,17
3,843,52,36,29,57,32,123,19
3,844,53,37,31,52,31,123,20
3,845,53,35,29,46,32,125,21
3,846,54,35,28,34,34,125,24
3,847,54,36,28,39,33,124,23
3,848,52,36,30,48,31,124,21
3,849,53,35,29,51,33,125,20
3,850,52,35,30,34,34,125,23
3,851,51,35,29,31,32,126,24
3,852,52,36,30,42,30,126,20
3,853,54,37,28,39,33,123,21
3,854,54,36,28,34,31,123,21
3,855,52,35,28,39,29,122,21
3,856,54,34,29,44,29,122,18
3,857,53,38,30,43,32,121,22
3,858,53,38,30,43,32,121,22
3,859,54,37,28,49,33,121,24
3,860,52,34,27,59,28,121,17
3,861,53,35,27,57,30,121,17
3,862,52,37,29,65,31,121,18
3,863,53,39,29,73,35,125,18
3,864,55,38,28,72,36,125,22
3,865,54,39,32,67,35,125,22
3,866,55,39,31,61,36,125,22
3,867,54,36,28,43,28,125,20
3,868,54,34,25,17,7,125,9
3,869,52,31,24,15,10,121,11
3,870,56,34,24,14,10,121,9
3,871,55,34,23,15,11,120,11
3,872,54,33,22,15,11,120,12
3,873,56,33,23,14,11,121,7
3,874,54,33,25,15,12,121,11
3,875,54,33,22,14,11,117,10
3,876,54,33,23,14,10,117,9
3,877,51,34,21,15,10,118,10
3,878,53,32,24,14,10,118,11
3,879,55,34,25,15,11,118,10
3,880,54,34,23,14,11,118,8
3,881,54,32,22,15,10,118,9
3,882,52,33,21,13,10,118,11
3,883,53,35,22,14,10,118,10
3,884,55,34,24,14,10,118,9
3,885,53,33,23,14,11,118,11
3,886,54,32,23,14,10,118,13
3,887,55,34,25,14,10,119,8
3,888,54,35,23,14,10,119,9
3,889,53,34,22,14,11,117,10
3,890,56,33,24,15,11,117,10
3,891,54,34,23,13,9,117,9
3,892,54,34,21,15,9,117,11
3,893,52,33,23,14,10,117,10
3,894,55,34,24,15,10,117,9
3,895,54,33,22,14,11,118,9
3,896,55,33,23,14,9,118,10
3,897,53,34,24,14,9,118,9
3,898,51,33,23,15,10,118,8
3,899,54,33,23,15,11,118,11
3,900,56,34,22,13,11,118,10
3,901,54,33,24,15,10,118,10
3,902,56,33,21,15,10,118,9
3,903,54,33,23,14,10,116,9
3,904,53,32,23,13,11,116,11
3,905,56,33,23,14,10,117,8
3,906,54,34,24,14,10,117,9
3,907,54,32,24,15,10,117,11
3,908,53,33,22,14,10,117,10
3,909,54,34,23,15,11,117,8
3,910,53,34,23,15,10,117,10
3,911,55,33,24,15,11,118,9
3,912,54,34,25,15,10,118,10
3,913,54,33,23,14,10,118,10
3,914,53,33,20,15,12,118,10
3,915,53,33,23,14,10,117,9
3,916,54,34,21,14,10,117,10
3,917,54,33,25,15,11,118,10
3,918,55,34,24,15,10,118,11
3,919,55,34,22,14,10,117,10
3,920,56,33,24,14,9,117,9
3,921,53,33,22,14,10,117,10
3,922,53,34,22,15,12,117,9
3,923,54,33,20,15,11,118,9
3,924,54,35,22,14,11,118,10
3,925,56,35,21,15,9,118,10
3,926,52,32,22,14,11,118,9
3,927,51,32,24,14,11,118,11
3,928,55,34,23,15,10,118,10
3,929,57,39,28,13,10,117,10
3,930,57,38,29,15,9,117,9
3,931,58,41,34,20,18,117,13
3,932,56,38,32,20,21,117,16
3,933,51,34,27,30,16,117,13
3,934,53,35,27,62,30,117,17
3,935,55,41,31,80,46,123,25
3,936,55,42,33,72,49,123,26
3,937,53,41,32,76,47,126,27
3,938,52,40,31,73,48,126,29
3,939,52,39,34,67,48,126,23
3,940,53,41,33,68,47,126,27
3,941,55,40,32,74,51,127,28
3,942,54,44,31,67,54,127,31
3,943,56,44,36,74,57,128,36
3,944,55,45,40,86,66,128,34
3,945,57,46,38,92,66,128,33
3,946,55,45,38,91,64,128,35
3,947,56,43,36,93,62,130,32
3,948,56,44,33,96,60,130,29
3,949,53,44,34,103,62,131,31
3,950,56,46,35,111,67,131,33
3,951,56,46,38,111,70,131,37
3,952,57,48,37,117,70,131,37
3,953,58,47,38,121,65,131,33
3,954,57,48,38,116,72,131,37
3,955,56,46,37,115,71,131,34
3,956,57,46,37,115,75,131,35
3,957,57,48,36,120,80,132,40
3,958,57,49,38,116,71,132,36
3,959,57,44,35,98,59,132,30
3,960,55,40,33,73,55,132,30
3,961,53,43,35,75,52,126,28
3,962,55,43,34,84,49,126,27
3,963,55,41,31,78,42,123,21
3,964,52,40,32,76,45,123,24
3,965,56,41,34,88,50,122,22
3,966,58,43,29,92,51,122,26
3,967,53,44,36,93,52,125,26
3,968,56,42,33,93,54,125,28
3,969,56,42,33,93,54,128,28
3,970,56,46,36,91,67,128,38
3,971,55,41,36,68,52,124,34
3,972,52,40,32,68,43,124,26
3,973,52,42,35,87,49,129,24
3,974,57,45,37,101,63,129,31
3,975,55,43,33,90,63,130,33
3,976,53,43,35,94,61,130,31
3,977,54,45,33,88,57,128,29
3,978,55,44,36,105,62,128,32
3,979,57,46,36,103,60,125,29
3,980,54,44,36,93,51,125,23
3,981,54,43,35,90,51,125,27
3,982,56,44,34,92,54,125,29
3,983,55,45,37,111,59,130,30
3,984,54,45,36,100,59,130,30
3,985,55,43,33,89,56,128,30
3,986,55,41,32,83,54,128,28
3,987,57,43,34,82,52,122,28
3,988,57,46,36,89,50,122,29
3,989,58,49,38,93,55,122,30
3,990,78,64,60,105,74,122,44
3,991,82,70,66,112,86,127,57
3,992,77,66,62,112,84,127,49
3,993,69,60,56,110,83,132,49
3,994,66,56,50,104,74,132,39
3,995,69,55,50,97,75,129,48
3,996,66,55,47,97,72,129,43
3,997,75,61,56,101,77,123,47
3,998,66,46,41,74,52,123,35
3,999,59,41,33,60,39,117,25
3,1000,68,53,44,75,51,117,33
3,1001,91,71,69,94,63,108,45
3,1002,121,100,102,112,76,108,57
3,1003,161,139,146,134,109,106,87
3,1004,234,209,231,188,178,106,154
3,1005,236,212,239,193,199,106,172
3,1006,237,215,243,203,204,106,180
3,1007,232,212,242,205,208,107,178
3,1008,232,223,255,221,244,107,202
3,1009,212,200,233,214,240,120,199
3,1010,128,109,112,146,152,120,112
3,1011,91,75,72,133,101,129,65
3,1012,69,57,48,120,76,129,41
3,1013,68,58,52,116,75,128,43
3,1014,68,56,49,113,73,128,41
3,1015,77,62,57,117,83,124,48
3,1016,79,68,65,121,90,124,55
3,1017,67,58,54,109,71,125,43
3,1018,83,68,64,114,87,125,57
3,1019,74,61,58,112,72,121,45
3,1020,67,47,44,113,57,121,31
3,1021,59,43,36,105,48,121,26
3,1022,57,43,35,111,49,121,24
3,1023,57,42,34,121,52,118,26
3,1024,62,45,40,93,43,118,23
3,1025,62,46,40,86,47,121,25
3,1026,60,47,41,95,55,121,31
3,1027,57,46,38,92,50,122,23
3,1028,58,45,35,86,48,122,25
3,1029,57,41,36,83,49,125,27
3,1030,56,43,34,84,51,125,25
3,1031,58,45,37,78,57,131,32
3,1032,55,44,38,76,59,131,34
3,1033,59,42,34,70,49,133,30
3,1034,55,41,36,64,44,133,28
3,1035,56,44,36,59,40,132,25
3,1036,56,42,38,63,48,132,27
3,1037,56,45,38,74,64,133,38
3,1038,58,46,40,86,73,133,39
3,1039,59,46,39,92,68,127,37
3,1040,57,46,39,93,62,127,36
3,1041,54,41,32,85,46,125,23
3,1042,56,46,38,105,53,125,27
3,1043,58,50,44,111,65,126,33
3,1044,60,49,45,92,63,126,41
3,1045,57,45,38,87,48,125,30
3,1046,59,42,37,58,37,125,25
3,1047,60,43,35,24,22,118,18
3,1048,59,41,32,15,13,118,10
3,1049,58,40,26,18,12,115,9
3,1050,58,39,23,18,11,115,9
3,1051,57,37,31,23,18,116,16
3,1052,54,35,29,21,18,116,15
3,1053,55,36,25,16,13,117,12
3,1054,54,35,22,16,15,117,9
3,1055,57,38,31,21,26,117,24
3,1056,60,39,27,19,18,117,15
3,1057,56,40,26,17,12,117,11
3,1058,55,38,23,15,12,117,11
3,1059,55,36,22,16,12,115,12
3,1060,59,37,23,15,10,115,10
3,1061,57,38,22,13,12,116,10
3,1062,56,38,25,13,13,116,10
3,1063,59,38,26,15,10,116,10
3,1064,59,39,22,16,11,116,12
3,1065,60,38,28,15,8,119,11
3,1066,60,38,28,15,8,119,11
3,1067,56,36,25,15,11,124,9
3,1068,55,37,31,31,33,124,20
3,1069,63,47,43,43,44,119,31
3,1070,59,41,35,29,25,119,21
3,1071,53,33,23,14,12,115,10
3,1072,54,34,24,15,11,115,11
3,1073,57,35,24,14,10,115,10
3,1074,57,37,24,14,12,115,9
3,1075,56,37,24,15,11,117,9
3,1076,58,36,25,15,10,117,10
3,1077,57,38,24,14,11,117,10
3,1078,58,36,23,14,10,117,9
3,1079,61,38,24,14,10,117,10
3,1080,60,37,24,14,11,117,11
3,1081,59,39,25,14,9,116,10
3,1082,58,37,23,14,9,116,10
3,1083,60,39,26,15,10,116,10
3,1084,60,39,25,14,10,116,10
3,1085,59,38,21,14,10,117,8
3,1086,59,38,23,13,10,117,8
3,1087,59,38,23,13,12,116,10
3,1088,58,37,26,14,8,116,10
3,1089,59,37,22,14,11,115,10
3,1090,62,38,25,14,11,115,11
3,1091,57,36,23,13,10,116,8
3,1092,57,38,24,15,10,116,9
3,1093,59,37,24,14,10,115,10
3,1094,59,38,24,13,11,115,9
3,1095,59,36,24,13,11,116,11
3,1096,59,35,23,13,9,116,11
3,1097,57,37,24,15,12,115,9
3,1098,56,37,23,15,9,115,9
3,1099,56,37,24,14,10,117,9
3,1100,59,36,23,14,9,117,9
3,1101,60,36,23,14,11,118,8
3,1102,55,36,22,14,10,118,12
3,1103,60,37,24,14,10,117,10
3,1104,58,36,22,14,9,117,10
3,1105,57,36,23,14,10,116,11
3,1106,57,36,23,13,11,116,10
3,1107,59,35,22,14,12,116,8
3,1108,59,35,22,15,10,116,9
3,1109,58,36,23,13,10,116,11
3,1110,58,36,22,12,11,116,12
3,1111,58,38,22,14,9,116,10
3,1112,56,37,24,14,9,116,9
3,1113,58,37,24,13,10,117,9
3,1114,59,36,23,13,11,117,11
3,1115,59,35,22,13,10,117,10
3,1116,60,39,25,12,10,117,8
3,1117,60,38,25,14,10,115,10
3,1118,59,35,23,15,10,115,9
3,1119,57,39,24,13,9,115,9
3,1120,59,37,24,14,9,115,10
3,1121,57,36,21,14,10,117,10
3,1122,59,38,23,13,10,117,10
3,1123,61,37,25,15,10,117,10
3,1124,58,39,24,14,11,117,10
3,1125,59,37,22,13,9,117,10
3,1126,57,39,26,14,10,117,10
3,1127,58,37,21,14,8,116,10
3,1128,58,36,24,14,10,116,9
3,1129,57,37,23,15,11,117,10
3,1130,58,38,23,14,9,117,12
3,1131,58,36,24,13,11,117,9
3,1132,58,37,23,14,10,117,8
3,1133,58,37,23,13,11,116,10
3,1134,59,39,23,14,9,116,11
3,1135,58,37,23,13,10,117,10
3,1136,60,36,23,14,9,117,8
3,1137,59,37,21,13,10,118,10
3,1138,58,37,23,14,10,118,9
3,1139,56,35,22,14,10,118,10
3,1140,57,36,24,14,9,118,10
3,1141,58,37,23,14,9,117,9
3,1142,59,37,22,15,10,117,11
3,1143,57,37,23,13,10,116,11
3,1144,58,37,23,13,10,116,7
3,1145,58,37,23,15,10,116,9
3,1146,57,37,23,15,12,116,8
3,1147,57,37,21,15,10,116,11
3,1148,59,36,22,14,11,116,11
3,1149,59,36,23,13,9,117,9
3,1150,58,37,21,14,11,117,10
3,1151,57,35,23,14,10,116,10
3,1152,58,35,21,13,11,116,10
3,1153,56,37,25,14,11,116,11
3,1154,56,36,24,14,10,116,9
3,1155,55,36,22,14,10,117,10
3,1156,58,35,24,13,10,117,10
3,1157,56,36,24,13,10,117,10
3,1158,57,37,23,14,9,117,9
3,1159,59,36,24,13,11,117,10
3,1160,56,37,24,13,10,117,9
3,1161,59,36,25,14,10,117,10
3,1162,59,36,24,14,9,117,10
3,1163,58,37,26,14,11,116,10
3,1164,58,38,22,13,10,116,10
3,1165,56,36,25,14,9,116,9
3,1166,57,37,22,13,12,116,9
3,1167,58,36,23,13,9,118,12
3,1168,59,36,23,14,10,118,12
3,1169,57,38,23,13,10,118,10
3,1170,57,38,23,13,10,118,10
3,1171,57,38,23,13,9,115,9
3,1172,0,0,0,0,0,115,0
3,1173,0,0,0,0,0,0,0
3,1174,0,0,0,0,0,0,0
3,1175,0,0,0,0,0,0,0
3,1176,0,0,0,0,0,0,0
3,1177,0,0,0,0,0,0,0
3,1178,0,0,0,0,0,0,0
3,1179,0,0,0,0,0,0,0
3,1180,0,0,0,0,0,0,0
3,1181,0,0,0,0,0,0,0
3,1182,0,0,0,0,0,0,0
3,1183,0,0,0,0,0,0,0
3,1184,0,0,0,0,0,0,0
3,1185,0,0,0,0,0,0,0
3,1186,0,0,0,0,0,0,0
3,1187,0,0,0,0,0,0,0
3,1188,0,0,0,0,0,0,0
3,1189,0,0,0,0,0,0,0
3,1190,0,0,0,0,0,0,0
3,1191,0,0,0,0,0,0,0
3,1192,0,0,0,0,0,0,0
3,1193,0,0,0,0,0,0,0
3,1194,0,0,0,0,0,0,0
3,1195,0,0,0,0,0,0,0
3,1196,0,0,0,0,0,0,0
3,1197,0,0,0,0,0,0,0
3,1198,0,0,0,0,0,0,0
3,1199,0,0,0,0,0,0,0
4,0,51,36,27,72,36,119,21
4,1,51,38,31,68,42,123,26
4,2,55,42,40,69,47,123,28
4,3,55,47,45,72,51,122,31
4,4,55,43,40,81,55,122,31
4,5,53,39,31,90,50,119,25
4,6,48,37,29,74,35,119,20
4,7,60,45,38,98,50,120,27
4,8,62,47,43,92,55,120,30
4,9,51,40,32,76,39,118,20
4,10,54,38,33,48,24,118,16
4,11,52,39,34,29,14,116,10
4,12,54,38,34,18,11,116,11
4,13,58,47,52,42,25,118,15
4,14,59,48,53,50,30,118,15
4,15,62,50,55,51,33,118,18
4,16,61,48,53,41,29,118,19
4,17,60,48,50,39,24,114,14
4,18,54,41,40,53,26,114,14
4,19,52,37,34,57,24,116,15
4,20,50,35,30,63,26,116,16
4,21,49,35,30,71,30,119,17
4,22,53,35,26,74,32,119,20
4,23,49,34,27,69,28,117,15
4,24,50,34,26,66,26,117,17
4,25,51,38,30,72,37,119,21
4,26,52,39,29,78,41,119,23
4,27,50,39,28,75,36,119,19
4,28,51,37,31,86,40,119,24
4,29,54,39,33,92,49,121,26
4,30,54,41,34,77,50,121,28
4,31,52,40,32,81,42,120,22
4,32,53,39,30,98,35,120,19
4,33,52,42,33,97,55,124,28
4,34,50,42,31,90,53,124,27
4,35,58,44,39,83,52,123,29
4,36,58,46,43,64,40,123,25
4,37,57,40,32,68,33,124,23
4,38,54,41,30,100,51,124,25
4,39,51,40,29,106,45,125,23
4,40,53,42,32,135,55,125,25
4,41,53,41,33,144,65,124,31
4,42,52,41,32,122,57,124,27
4,43,51,37,29,86,45,123,22
4,44,51,38,28,88,45,123,22
4,45,51,41,30,114,52,123,26
4,46,52,40,31,106,55,123,27
4,47,49,35,30,81,37,121,20
4,48,49,35,28,90,35,121,18
4,49,52,38,31,95,41,121,22
4,50,55,42,33,89,50,121,25
4,51,55,42,33,89,50,120,25
4,52,50,39,31,81,47,120,24
4,53,54,42,28,89,44,121,25
4,54,52,41,33,88,46,121,25
4,55,54,41,34,83,47,122,27
4,56,54,42,33,74,55,122,28
4,57,57,43,39,75,64,121,37
4,58,56,46,42,83,69,121,37
4,59,57,46,42,112,73,126,37
4,60,51,40,32,126,52,126,24
4,61,51,40,29,140,50,122,22
4,62,51,42,27,136,55,122,23
4,63,50,41,28,133,56,123,25
4,64,52,39,28,110,41,123,21
4,65,49,36,26,88,36,121,18
4,66,50,39,28,103,45,121,23
4,67,47,34,26,70,27,120,18
4,68,50,36,26,82,34,120,15
4,69,50,37,31,108,45,119,24
4,70,50,37,27,96,38,119,21
4,71,50,39,29,81,38,121,20
4,72,52,41,35,88,51,121,25
4,73,55,42,36,89,54,123,31
4,74,55,42,37,95,57,123,29
4,75,52,43,35,109,53,124,26
4,76,53,44,34,123,58,124,29
4,77,54,43,38,107,59,125,30
4,78,53,38,32,85,50,125,26
4,79,52,41,32,104,55,123,26
4,80,52,42,29,97,52,123,27
4,81,52,39,29,85,43,122,21
4,82,52,40,30,93,51,122,25
4,83,52,39,30,100,58,124,26
4,84,52,44,34,118,66,124,32
4,85,55,45,38,124,75,125,37
4,86,55,41,36,95,59,125,29
4,87,52,39,27,89,42,125,22
4,88,52,40,30,101,54,125,27
4,89,52,40,32,95,53,123,27
4,90,51,38,30,81,43,123,25
4,91,52,38,30,84,45,124,25
4,92,54,42,33,95,57,124,28
4,93,52,44,34,106,56,122,29
4,94,50,36,28,76,34,122,19
4,95,51,41,31,82,44,122,24
4,96,53,42,35,100,52,122,25
4,97,52,43,32,111,51,121,27
4,98,51,42,34,116,50,121,24
4,99,51,43,32,123,53,119,26
4,100,51,39,27,97,44,119,22
4,101,52,38,30,87,44,120,23
4,102,49,36,27,61,30,120,17
4,103,55,41,33,87,43,122,23
4,104,57,47,39,110,62,122,30
4,105,52,44,37,116,62,125,31
4,106,55,46,34,120,62,125,31
4,107,55,45,37,123,62,128,30
4,108,54,45,35,125,66,128,31
4,109,55,47,35,121,66,130,31
4,110,54,46,35,109,65,130,33
4,111,57,46,37,118,66,129,32
4,112,50,39,30,96,56,129,27
4,113,54,41,37,56,42,121,26
4,114,55,42,38,26,19,121,14
4,115,54,42,38,15,10,115,7
4,116,57,43,40,38,23,115,14
4,117,52,37,31,60,31,119,19
4,118,49,35,29,62,29,119,18
4,119,50,35,27,58,27,120,16
4,120,51,36,33,47,24,120,13
4,121,50,33,25,43,24,115,14
4,122,48,34,28,39,25,115,15
4,123,50,34,26,47,31,115,18
4,124,51,40,34,73,55,115,29
4,125,54,45,35,104,64,119,33
4,126,53,43,35,108,59,119,28
4,127,54,42,35,100,56,120,27
4,128,53,40,30,82,56,120,27
4,129,53,40,32,95,55,118,29
4,130,54,41,32,104,51,118,27
4,131,54,42,32,100,50,124,26
4,132,53,43,33,96,54,124,29
4,133,53,43,36,97,57,125,31
4,134,54,44,34,102,55,125,30
4,135,59,47,42,111,65,126,35
4,136,68,56,51,87,65,126,43
4,137,66,55,54,67,57,125,42
4,138,58,47,45,73,51,125,34
4,139,52,38,31,83,43,122,26
4,140,51,34,26,85,35,122,19
4,141,49,35,26,82,40,125,21
4,142,51,37,31,96,37,125,17
4,143,49,35,27,68,36,122,21
4,144,49,34,26,50,32,122,18
4,145,51,36,32,63,37,122,21
4,146,53,40,35,99,56,122,29
4,147,53,44,34,128,66,125,31
4,148,54,43,41,128,74,125,36
4,149,56,45,40,136,78,128,37
4,150,54,45,36,127,74,128,38
4,151,54,43,38,121,68,127,35
4,152,52,43,34,115,58,127,28
4,153,53,36,26,80,39,123,19
4,154,51,36,29,79,35,123,19
4,155,53,36,30,82,44,120,24
4,156,54,40,31,83,45,120,24
4,157,50,37,31,88,42,120,23
4,158,51,38,33,88,42,120,22
4,159,51,37,29,84,37,119,20
4,160,50,37,29,87,37,119,20
4,161,51,41,35,96,48,120,25
4,162,51,37,32,72,43,120,23
4,163,52,38,33,64,34,120,21
4,164,54,39,35,62,38,120,25
4,165,49,34,25,64,36,120,18
4,166,49,38,31,72,49,120,25
4,167,52,35,26,63,48,120,24
4,168,52,36,31,73,38,120,23
4,169,55,39,36,70,49,118,27
4,170,54,40,39,66,49,118,24
4,171,54,40,39,66,49,120,24
4,172,54,44,38,60,43,120,27
4,173,61,47,40,75,47,119,33
4,174,56,40,34,68,39,119,24
4,175,48,37,28,59,29,120,17
4,176,52,36,33,81,47,120,26
4,177,52,38,30,88,51,123,25
4,178,51,39,30,98,52,123,27
4,179,53,41,31,92,48,122,26
